campaign_id,campaign_name,campaign_type,start_date,end_date,target_segment,budget,impressions,clicks,conversions,conversion_rate,roi
b9bcbbf1-8a52-44b0-8c2d-9f0db6da72ad,Summer Bonanza 2022,Social Media,2022-02-27,2022-05-28,High-Value Customers,30911.91,1480260,28855,844,2.92,2211.8
27c4c42d-e3ee-4e84-967d-1b1fe09fbd5e,Summer Collection 2024,Radio Advertisement,2024-01-17,2024-01-31,Kitchen Enthusiasts,99933.7,7323201,57645,950,1.65,291.27
3f9103f4-f252-47bf-be20-980f892443dd,Summer Bonanza 2024,Online Display Ads,2024-04-26,2024-06-25,High-Value Customers,27051.81,2422681,11194,112,1,364.66
f0162c79-830a-46ef-85c6-f86796d016a7,Summer Collection 2021,Radio Advertisement,2021-10-20,2021-12-04,Inactive Customers,177945.48,12015786,67225,3264,4.86,480
854871f9-ee3b-4c7d-8ea4-cd70ad409988,Summer Event 2024,Search Engine Marketing,2024-03-29,2024-05-13,New Customers,38589.07,414932,24128,3220,13.35,2334.04
34336829-01bb-4bf9-b3a4-eac2cea4f5d5,Summer Deals 2024,Print Advertisement,2024-05-20,2024-07-04,Seniors (60+),77582.85,6531963,20489,719,3.51,204.35
39f72fbb-1bcf-42d1-afcd-9a9641ef9d45,Summer Discount 2022,Social Media,2022-03-01,2022-04-15,In-Store Shoppers,23954.04,1700885,17597,849,4.82,951.6
3542e4e4-d7cf-4e9e-8473-93078811b170,Summer Special 2020,Online Display Ads,2020-03-04,2020-05-03,Loyal Customers,36137.98,1722516,4675,118,2.52,40.08
9ff8aa36-1007-4099-a5bd-fe3344772484,Summer Event 2020,,2020-06-01,2020-07-01,Southern States,24548.16,271129,3542,155,4.38,42.04
91a8a684-1172-4a3d-a919-eb2db7f95bff,Summer Promotion 2022,Radio Advertisement,2022-09-12,2022-11-11,In-Store Shoppers,155319.11,7795559,69793,1394,2,208.61
eae02689-7676-429b-adc9-235703811518,Summer Special 2022,TV Advertisement,2022-06-29,2022-08-28,Midwest,89558.81,4948697,18045,720,3.99,271.89
565a466f-71fe-41ed-836f-e5f9f6d30e0c,Summer Special 2023,Print Advertisement,2023-10-03,2023-12-02,Southern States,76067.5,2749315,6735,77,1.14,-83.64
b2aedde0-51ac-4b5b-964e-61516b00c60f,Summer Special 2024,Influencer Marketing,2024-06-14,2024-06-21,All Customers,29159.37,588109,3975,196,4.93,194.86
162cf546-eb1a-4abc-84d6-591b203a1095,VIP Blowout 2021,Social Media,2021-05-24,2021-06-23,Kitchen Enthusiasts,12237.21,1048047,19293,0,1.74,875.33
73a576ba-7465-44a1-b779-949e87bfc8d8,VIP Bonanza 2020,Influencer Marketing,2020-09-18,2020-11-02,Technology Enthusiasts,57749.11,658882,1067,30,2.81,-84.37
736327b2-acd1-4006-b381-7475c5c1d908,VIP Special 2022,TV Advertisement,2022-08-22,2022-11-20,Midwest,124039.19,4935110,5868,251,4.28,-0.2
7ee81399-5586-4063-aa94-67140318eeea,VIP Bonanza 2022,Search Engine Marketing,2022-10-09,2022-10-16,Midwest,30579.95,128888,9876,611,6.19,817.4
731c46c4-396e-4c7e-91fb-6af66add3f04,VIP Collection 2020,Radio Advertisement,2020-05-20,2020-05-27,East Coast,142087.32,3028378,9504,182,1.91,-46.93
13458b14-1d05-479d-9a20-4fb8d1db50f2,VIP Extravaganza 2024,Influencer Marketing,2024-08-19,2024-10-18,Middle-aged (41-60),34572.01,1135683,10312,220,2.13,43.72
35f1e163-cb32-4823-af4f-f6ba6b9de5fa,VIP Promotion 2022,Radio Advertisement,2022-10-03,2022-10-17,Home Improvement,79410.65,4771563,17955,542,3.02,35.3
61d4a246-a511-45e9-a070-c70a2423cc5c,VIP Special 2021,Online Display Ads,2021-09-21,2021-10-05,Kitchen Enthusiasts,21709.49,1576749,9504,262,2.76,305.57
d7367c3f-4bfe-4433-8007-268d4cc77c5c,VIP Special 2024,Social Media,2024-04-25,2024-06-24,East Coast,28914.44,2829480,50987,1744,3.42,0
09e1626c-5b59-4fa7-b5e2-a1d1446c9fd9,Weekend Blowout 2022,Email Marketing,2022-03-12,2022-06-10,Technology Enthusiasts,9414.34,707728,17802,1357,7.62,2002.81
784b6f62-4b08-4937-8a42-d216096b4c57,Weekend Bonanza 2020,Online Display Ads,2020-12-08,2020-12-15,High-Value Customers,31615,2445884,19018,877,4.61,3566.87
22fc0845-70cc-4dda-ad0f-1e04db99730c,Weekend Bonanza 2021,Influencer Marketing,2021-05-14,2021-05-28,Home Improvement,46985.84,1385372,10899,329,3.02,223.56
250b68cd-0c2f-429a-a6a2-5e7f74f8794c,Weekend Bonanza 2023,Print Advertisement,2023-02-08,2023-03-10,Southern States,55433.31,2344285,21773,369,1.69,48.44
21ffa1be-f531-4aa2-97a3-3bcd4739eb9a,Weekend Event 2024,Print Advertisement,2024-10-31,2024-11-30,Middle-aged (41-60),74682.39,2780134,6892,166,2.41,-71.74
e3a22946-a46d-4a17-90b1-e540cc55fc21,Weekend Bonanza 2024,Search Engine Marketing,2024-06-13,2024-09-11,Home Improvement,13262.16,1168604,76377,8748,11.45,29059.57
e9a4506a-a592-4914-a71b-4601082515a6,Weekend Collection 2021,Print Advertisement,2021-08-05,2021-10-04,New Customers,25394.1,2310050,7508,291,3.88,151.62
a43e8a8c-0f96-40c2-9456-b6cdff6afac3,Weekend Collection 2022,Influencer Marketing,2022-10-24,2022-12-08,Southern States,70281.03,2467489,7328,336,4.59,23.34
20fe4ca5-c178-4603-91d0-10cca9b0efbb,Weekend Collection 2023,In-Store Promotion,2023-01-19,2023-03-20,Kitchen Enthusiasts,18484.93,319900,1446,319,22.06,160.33
3f7fd90c-03ef-4953-91bd-e72397a9eeb2,Weekend Discount 2023,TV Advertisement,2023-02-09,2023-03-26,Online Shoppers,108005.69,8621500,48860,1626,3.33,594.46
b61737de-8349-4e4f-82fe-f502c7fd18c3,Weekend Event 2021,TV Advertisement,2021-07-29,2021-08-05,Middle-aged (41-60),182981.44,17340675,31806,1292,4.06,76.54
aee201d4-c298-4947-8377-f3b264297a68,Weekend Extravaganza 2020,Online Display Ads,2020-10-29,2020-11-12,East Coast,23785.16,210094,749,35,4.67,-28.26
adc7ef32-479d-49e2-95cf-258dcb6193b7,Weekend Blowout 2021,Radio Advertisement,2021-03-31,2021-04-07,Seniors (60+),59618.56,762891,1124,45,4,-69.02
74d96a09-a84d-4133-a00d-33be53ffb76c,Weekend Extravaganza 2021,Email Marketing,2021-08-01,2021-08-15,Midwest,28799.63,2858193,55509,1778,3.2,2982.27
ec81ef16-c7f3-47a3-93ce-f4f31045269e,Weekend Special 2024,Print Advertisement,2024-03-13,2024-04-27,Loyal Customers,32511.89,1766305,3813,173,4.54,104.58
e89ebd0e-3122-470c-879c-8cfe54c83d20,Winter Collection 2023,Social Media,2022-12-18,2023-03-18,Loyal Customers,34722.72,1938590,17999,893,4.96,1175.82
e43e98ec-64be-4725-96f1-1621289bacb8,Winter Collection 2024,SMS Marketing,2024-01-02,2024-01-16,Loyal Customers,13080.46,396544,699,21,3,-42.29
489afdcd-64a1-486b-818e-37185bf87352,Winter Deals 2024,Online Display Ads,2024-10-05,2024-10-12,West Coast,35956.61,3103285,19735,936,4.74,1199.06
92c83fcb-6640-47d2-a8a3-f0496eee1af2,Winter Discount 2021,Social Media,2021-09-15,2021-09-29,West Coast,16715.74,1664971,12457,207,1.66,123.13
cf2dfa54-404c-4418-8722-50131382926b,Winter Promotion 2021,,2020-10-27,2021-01-25,East Coast,26701.68,254493,845,216,25.56,206.9
e53690fb-4e3d-410b-ac37-a3f03f808530,Winter Event 2022,Online Display Ads,2022-10-04,2022-10-11,Loyal Customers,45597.13,1164240,5829,190,3.26,46.38
07ed1233-fa8f-482e-b347-f0c281020509,Winter Promotion 2022,Radio Advertisement,2022-01-22,2022-03-08,Home Improvement,174365.11,4707282,43825,2130,4.86,393.48
65573b18-ab8e-4307-8215-33eed0ff5255,Winter Special 2020,SMS Marketing,2020-10-31,2020-11-14,New Customers,15812.09,530881,5147,251,4.88,596.12
8af947d0-9a2a-4bb1-8083-e91c1e0c44bd,Winter Deals 2021,Email Marketing,2021-05-21,2021-05-28,Seniors (60+),25166.69,2067108,81859,4346,5.31,3393.77
91188f4f-426a-492b-b6b0-5783a8142306,Winter Special 2021,Radio Advertisement,2021-08-12,2021-08-26,High-Value Customers,66286.5,4869810,44210,2036,4.61,2586.57
