campaign_name,campaign_type,target_segment,start_date,end_date,attrition_window_end_date,age,state,order_total,transaction_date,transaction_id,product_category,store_location
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,37,California,136.17,7/15/2024,449041e4-ea68-4b97-93c2-5eb8602960c1,Home Decor,Online
Black Friday Extravaganza 2024,Influencer Marketing,West Coast,6/16/2024,6/30/2024,7/30/2024,37,California,136.17,7/15/2024,449041e4-ea68-4b97-93c2-5eb8602960c1,Home Decor,Online
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,42,Pennsylvania,3419.22,12/26/2024,44928716-6f55-48ad-a645-f83c1628ac46,Furniture,Boston MA
Weekend Event 2024,Print Advertisement,Middle-aged (41-60),10/31/2024,11/30/2024,12/30/2024,42,Pennsylvania,3419.22,12/26/2024,44928716-6f55-48ad-a645-f83c1628ac46,Furniture,Boston MA
Flash Special 2024,Search Engine Marketing,Midwest,6/16/2024,8/15/2024,9/14/2024,33,Michigan,2150.76,8/26/2024,449c88bc-91da-4a5e-88a3-a2f6d8f54d3a,Smartphones,Boston MA
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,48,Florida,1026.34,1/9/2025,44a0eaea-1fc5-441d-8dfd-22f6760e873e,Furniture,Denver CO
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,38,Florida,110.72,11/21/2024,44a404b9-0178-432c-80a5-bae030e85bbe,Home Decor,Online
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,38,Florida,110.72,11/21/2024,44a404b9-0178-432c-80a5-bae030e85bbe,Home Decor,Online
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,38,Florida,110.72,11/21/2024,44a404b9-0178-432c-80a5-bae030e85bbe,Home Decor,Online
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,37,Virginia,1288.05,7/12/2024,44ab4ec1-1165-4330-9ef3-ab67f779cbc9,Furniture,Los Angeles CA
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,37,Virginia,1288.05,7/12/2024,44ab4ec1-1165-4330-9ef3-ab67f779cbc9,Furniture,Los Angeles CA
Flash Extravaganza 2024,Online Display Ads,Young Adults (18-25),6/30/2024,9/28/2024,10/28/2024,23,Virginia,859.7,10/20/2024,44c0eb50-bd38-4a6a-a661-fe255ec1f6b5,Smartphones,Denver CO
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,23,Virginia,859.7,10/20/2024,44c0eb50-bd38-4a6a-a661-fe255ec1f6b5,Smartphones,Denver CO
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,34,Georgia,521.93,7/18/2024,44c635c4-a8d8-4100-a49d-7c300d4fde0e,Smartphones,New York NY
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,40,North Carolina,191.9,11/11/2024,44ca33d8-0761-4580-8dc2-7546e5670fae,Smart Home Devices,New York NY
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,40,North Carolina,191.9,11/11/2024,44ca33d8-0761-4580-8dc2-7546e5670fae,Smart Home Devices,New York NY
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,40,North Carolina,191.9,11/11/2024,44ca33d8-0761-4580-8dc2-7546e5670fae,Smart Home Devices,New York NY
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,40,North Carolina,191.9,11/11/2024,44ca33d8-0761-4580-8dc2-7546e5670fae,Smart Home Devices,New York NY
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,30,Georgia,1413.92,8/31/2024,44d0de2d-b689-4714-9698-1b5b7b082836,Furniture,Online
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,32,New Jersey,833.2,11/18/2024,44da3d26-7964-4c7d-a1ec-ec9b517961d5,Kitchen Appliances,Online
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,32,New Jersey,833.2,11/18/2024,44da3d26-7964-4c7d-a1ec-ec9b517961d5,Kitchen Appliances,Online
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,30,Florida,79.99,1/28/2024,44df9a46-b10a-4b96-8530-1b841d90b76b,Smartphones,Online
New Year Deals 2024,Email Marketing,Southern States,12/10/2023,1/9/2024,2/8/2024,30,Florida,79.99,1/28/2024,44df9a46-b10a-4b96-8530-1b841d90b76b,Smartphones,Online
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,18,Florida,509.28,1/22/2025,44e08502-a8bb-4d19-b6f3-59abac7fed98,Audio Equipment,Boston MA
Flash Extravaganza 2024,Online Display Ads,Young Adults (18-25),6/30/2024,9/28/2024,10/28/2024,24,Ohio,1793.14,9/24/2024,44f83b85-458b-49d3-bfe1-be1573b6e924,Laptops,Online
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,24,Ohio,1793.14,9/24/2024,44f83b85-458b-49d3-bfe1-be1573b6e924,Laptops,Online
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,18,Georgia,279.66,6/17/2024,45004641-4e97-4819-b5c0-7dd88c2adb9f,Gaming Consoles,Chicago IL
Anniversary Promotion 2024,SMS Marketing,Young Adults (18-25),5/25/2024,6/24/2024,7/24/2024,18,Georgia,279.66,6/17/2024,45004641-4e97-4819-b5c0-7dd88c2adb9f,Gaming Consoles,Chicago IL
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,38,Texas,686.54,12/30/2024,45103858-68cd-443d-bc5d-93ce4eeeb728,Kitchen Appliances,Online
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,37,Pennsylvania,401.53,11/6/2024,45127f2c-d84d-4c90-890d-be2bebe41934,Furniture,Online
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,37,Pennsylvania,401.53,11/6/2024,45127f2c-d84d-4c90-890d-be2bebe41934,Furniture,Online
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,37,Pennsylvania,401.53,11/6/2024,45127f2c-d84d-4c90-890d-be2bebe41934,Furniture,Online
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,37,Pennsylvania,401.53,11/6/2024,45127f2c-d84d-4c90-890d-be2bebe41934,Furniture,Online
New Year Deals 2024,Email Marketing,Southern States,12/10/2023,1/9/2024,2/8/2024,34,Texas,204.63,12/19/2023,45217b6a-b1dd-42e5-8181-2f1a66849af2,Audio Equipment,Atlanta GA
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,34,Texas,204.63,12/19/2023,45217b6a-b1dd-42e5-8181-2f1a66849af2,Audio Equipment,Atlanta GA
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,34,North Carolina,313.74,6/1/2024,4521f87f-fb4b-409a-ae81-67d504db3b99,Smart Home Devices,Los Angeles CA
Back to School Sale 2024,Radio Advertisement,In-Store Shoppers,4/13/2024,5/13/2024,6/12/2024,34,North Carolina,313.74,6/1/2024,4521f87f-fb4b-409a-ae81-67d504db3b99,Smart Home Devices,Los Angeles CA
Flash Special 2024,Search Engine Marketing,Midwest,6/16/2024,8/15/2024,9/14/2024,42,Michigan,247.55,8/18/2024,452321d5-045c-4197-a5cd-a4fc04f05f29,Kitchen Appliances,Chicago IL
Weekend Event 2024,Print Advertisement,Middle-aged (41-60),10/31/2024,11/30/2024,12/30/2024,42,New Jersey,256.46,12/13/2024,45266f26-767b-4d27-bcd4-d255aa267f90,Computer Accessories,New York NY
New Year Promotion 2024,In-Store Promotion,East Coast,3/20/2024,4/19/2024,5/19/2024,35,Massachusetts,178.26,5/10/2024,45271c96-86d6-46cf-af86-ad8583a98726,Home Decor,Miami FL
VIP Special 2024,Social Media,East Coast,4/25/2024,6/24/2024,7/24/2024,35,Massachusetts,178.26,5/10/2024,45271c96-86d6-46cf-af86-ad8583a98726,Home Decor,Miami FL
Back to School Sale 2024,Radio Advertisement,In-Store Shoppers,4/13/2024,5/13/2024,6/12/2024,35,Massachusetts,178.26,5/10/2024,45271c96-86d6-46cf-af86-ad8583a98726,Home Decor,Miami FL
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,27,Illinois,73.97,11/7/2024,4527582b-67f6-443a-a938-6ce174a267fc,Computer Accessories,Online
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,32,Illinois,410.53,11/14/2024,45335c37-8d6d-40ec-addb-fa53a3b810b4,Gaming Consoles,Atlanta GA
VIP Special 2024,Social Media,East Coast,4/25/2024,6/24/2024,7/24/2024,34,Massachusetts,457.18,6/23/2024,4533ad4d-e5f0-43d2-bff0-9e12bc287217,Gaming Consoles,Online
Flash Special 2024,Search Engine Marketing,Midwest,6/16/2024,8/15/2024,9/14/2024,30,Ohio,1505.02,8/29/2024,4549b9e6-4961-44d2-a257-46b3e994caee,Kitchen Appliances,Houston TX
Back to School Sale 2024,Radio Advertisement,In-Store Shoppers,4/13/2024,5/13/2024,6/12/2024,28,California,2507.84,5/27/2024,454af018-8b0b-4eb7-b12e-0d0c20c626f6,Smartphones,Seattle WA
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,40,Pennsylvania,370.53,12/31/2023,454c5896-d4ea-49d2-927f-acab0b72d968,Kitchen Appliances,New York NY
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,40,Pennsylvania,370.53,12/31/2023,454c5896-d4ea-49d2-927f-acab0b72d968,Kitchen Appliances,New York NY
Fall Event 2024,Online Display Ads,Middle-aged (41-60),12/29/2023,2/12/2024,3/13/2024,51,North Carolina,1269.7,3/11/2024,454d0505-e04d-4b1c-823f-55a3ab97e1e0,Kitchen Appliances,San Francisco CA
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,37,Illinois,99.55,10/1/2024,45524a85-27ed-43fe-aeb9-ab78beac89f1,Smart Home Devices,New York NY
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,37,Illinois,99.55,10/1/2024,45524a85-27ed-43fe-aeb9-ab78beac89f1,Smart Home Devices,New York NY
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,35,Virginia,75.44,10/8/2024,45552130-03d2-4b0b-83fe-3d9a9e43dd0e,Bedding,Online
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,35,Virginia,75.44,10/8/2024,45552130-03d2-4b0b-83fe-3d9a9e43dd0e,Bedding,Online
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,39,Florida,734.16,5/10/2024,455a5c00-7c1e-4722-a50b-64adc0af1028,Bedding,Online
VIP Special 2024,Social Media,East Coast,4/25/2024,6/24/2024,7/24/2024,45,Pennsylvania,393.81,7/3/2024,455b8e7c-9865-4b53-b048-0bffa1f1432f,Kitchen Appliances,Miami FL
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,18,California,165.22,1/2/2024,456774c0-5964-4d3b-b2e8-0680bc010acd,Smart Home Devices,San Francisco CA
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,42,Georgia,1868.22,8/23/2024,456fe547-93f1-43cb-a981-e8cb3f6e344b,Smartphones,Online
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,36,Massachusetts,297.38,9/4/2024,4579e718-cab4-40ad-939f-57435dc75a4c,Bedding,Denver CO
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,31,Texas,788.03,1/28/2024,457b0f7d-697d-414c-852d-1f16ef3a1f9f,Kitchen Appliances,Boston MA
New Year Deals 2024,Email Marketing,Southern States,12/10/2023,1/9/2024,2/8/2024,31,Texas,788.03,1/28/2024,457b0f7d-697d-414c-852d-1f16ef3a1f9f,Kitchen Appliances,Boston MA
Summer Collection 2024,Radio Advertisement,Kitchen Enthusiasts,1/17/2024,1/31/2024,3/1/2024,31,Texas,788.03,1/28/2024,457b0f7d-697d-414c-852d-1f16ef3a1f9f,Kitchen Appliances,Boston MA
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,31,Texas,788.03,1/28/2024,457b0f7d-697d-414c-852d-1f16ef3a1f9f,Kitchen Appliances,Boston MA
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,33,Pennsylvania,207.04,3/3/2024,45879ef1-19a1-49b4-9338-14ae1f52d89a,Home Decor,Denver CO
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,29,Michigan,189.18,1/14/2024,4589f4ad-2baa-4888-87df-b366c5566001,Gaming Consoles,Online
VIP Special 2024,Social Media,East Coast,4/25/2024,6/24/2024,7/24/2024,42,New Jersey,509.37,6/27/2024,458da1d3-0a5e-4d75-83e1-29b95def1b4a,Smartphones,Houston TX
Fall Event 2024,Online Display Ads,Middle-aged (41-60),12/29/2023,2/12/2024,3/13/2024,41,California,114.33,2/29/2024,4590ced1-9a36-4687-96db-7d0136e7ae21,Home Decor,Los Angeles CA
New Year Collection 2024,Online Display Ads,Middle-aged (41-60),2/2/2024,2/9/2024,3/10/2024,41,California,114.33,2/29/2024,4590ced1-9a36-4687-96db-7d0136e7ae21,Home Decor,Los Angeles CA
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,34,Virginia,1163.46,3/20/2024,45934529-5bec-4e2b-a952-4885718bea52,Furniture,Los Angeles CA
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,18,Pennsylvania,289.82,8/19/2024,45962181-d031-40c6-b63f-1b4fa6261104,Smart Home Devices,Online
Flash Extravaganza 2024,Online Display Ads,Young Adults (18-25),6/30/2024,9/28/2024,10/28/2024,18,Pennsylvania,289.82,8/19/2024,45962181-d031-40c6-b63f-1b4fa6261104,Smart Home Devices,Online
Limited Time Extravaganza 2024,Search Engine Marketing,West Coast,8/12/2024,10/11/2024,11/10/2024,35,California,391.06,11/5/2024,459f013d-35e0-4455-a979-5a5bfe8822ff,Kitchen Appliances,Atlanta GA
Winter Deals 2024,Online Display Ads,West Coast,10/5/2024,10/12/2024,11/11/2024,35,California,391.06,11/5/2024,459f013d-35e0-4455-a979-5a5bfe8822ff,Kitchen Appliances,Atlanta GA
Weekend Event 2024,Print Advertisement,Middle-aged (41-60),10/31/2024,11/30/2024,12/30/2024,41,Michigan,913.03,11/11/2024,45a58249-8928-4cfc-bac7-d1048f09fcf1,Kitchen Appliances,San Francisco CA
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,41,Michigan,913.03,11/11/2024,45a58249-8928-4cfc-bac7-d1048f09fcf1,Kitchen Appliances,San Francisco CA
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,41,Ohio,26,12/24/2024,45a70861-a689-4857-a7e0-ad09654b6fba,Home Decor,Online
Weekend Event 2024,Print Advertisement,Middle-aged (41-60),10/31/2024,11/30/2024,12/30/2024,41,Ohio,26,12/24/2024,45a70861-a689-4857-a7e0-ad09654b6fba,Home Decor,Online
Back to School Sale 2024,Radio Advertisement,In-Store Shoppers,4/13/2024,5/13/2024,6/12/2024,35,Florida,228.18,4/13/2024,45a88f78-315c-4dc8-af0c-6b431f1bd2f8,Home Decor,San Francisco CA
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,44,Pennsylvania,131.41,8/21/2024,45b22710-cfb2-4cad-a913-9d8d91025d4d,Audio Equipment,Los Angeles CA
Back to School Sale 2024,Radio Advertisement,In-Store Shoppers,4/13/2024,5/13/2024,6/12/2024,43,Illinois,3183,6/11/2024,45b46047-3db9-4122-ade8-f407f9fd6b96,Furniture,Los Angeles CA
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,28,Ohio,7089.03,10/5/2024,45b4be3b-6dce-416c-8fbb-5fb36be72692,Laptops,Online
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,31,Texas,731.95,12/26/2024,45bae69e-4e12-43af-95ac-4928c1aa57d5,Kitchen Appliances,Online
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,55,Virginia,461.76,12/13/2024,45bc9b72-f42d-4bf8-a9a4-dae5e0d9ef72,Kitchen Appliances,San Francisco CA
Weekend Event 2024,Print Advertisement,Middle-aged (41-60),10/31/2024,11/30/2024,12/30/2024,55,Virginia,461.76,12/13/2024,45bc9b72-f42d-4bf8-a9a4-dae5e0d9ef72,Kitchen Appliances,San Francisco CA
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,46,Florida,63.97,11/18/2024,45c65532-5ccf-4f81-aafa-78c88b10b094,Small Kitchen Appliances,Denver CO
Weekend Event 2024,Print Advertisement,Middle-aged (41-60),10/31/2024,11/30/2024,12/30/2024,46,Florida,63.97,11/18/2024,45c65532-5ccf-4f81-aafa-78c88b10b094,Small Kitchen Appliances,Denver CO
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,43,Texas,1000.7,8/8/2024,45c66379-9acd-4ab3-b23b-0f45a36f1048,Furniture,New York NY
Limited Time Extravaganza 2024,Search Engine Marketing,West Coast,8/12/2024,10/11/2024,11/10/2024,26,California,1085.64,8/26/2024,45c89651-90b2-410b-8a51-f1109d55ce00,Gaming Consoles,New York NY
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,37,Arizona,153.13,11/24/2024,45ca9ade-986c-438c-b19e-a9a46f7cbf02,Smart Home Devices,San Francisco CA
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,37,Arizona,153.13,11/24/2024,45ca9ade-986c-438c-b19e-a9a46f7cbf02,Smart Home Devices,San Francisco CA
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,32,California,1393.36,9/17/2024,45d0e8d4-a792-4b58-83d0-f55488e09f9c,Tablets,Online
Limited Time Extravaganza 2024,Search Engine Marketing,West Coast,8/12/2024,10/11/2024,11/10/2024,32,California,1393.36,9/17/2024,45d0e8d4-a792-4b58-83d0-f55488e09f9c,Tablets,Online
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,37,Virginia,209.39,1/11/2024,45d387df-5e8b-429a-9be9-302c98eff4b4,Home Decor,Online
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,18,New York,866.9,11/6/2024,45ed727f-65ba-4874-a7ef-91867e3428ab,Laptops,Online
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,18,New York,866.9,11/6/2024,45ed727f-65ba-4874-a7ef-91867e3428ab,Laptops,Online
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,18,New York,866.9,11/6/2024,45ed727f-65ba-4874-a7ef-91867e3428ab,Laptops,Online
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,32,California,928.14,12/18/2023,45fcd069-581c-4d6c-9247-33961ab089a4,Furniture,Chicago IL
Black Friday Extravaganza 2024,Influencer Marketing,West Coast,6/16/2024,6/30/2024,7/30/2024,62,California,1412.95,6/26/2024,45fd2077-3078-41bd-9221-318a465c75d1,TVs,Miami FL
Summer Deals 2024,Print Advertisement,Seniors (60+),5/20/2024,7/4/2024,8/3/2024,62,California,1412.95,6/26/2024,45fd2077-3078-41bd-9221-318a465c75d1,TVs,Miami FL
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,51,Texas,855.63,7/13/2024,45ffdb0e-0ef6-4fb2-93e1-ea6a6d9c96a7,Home Decor,New York NY
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,51,Texas,855.63,7/13/2024,45ffdb0e-0ef6-4fb2-93e1-ea6a6d9c96a7,Home Decor,New York NY
Flash Extravaganza 2024,Online Display Ads,Young Adults (18-25),6/30/2024,9/28/2024,10/28/2024,22,Florida,252.36,8/3/2024,4602787a-900a-46dc-a9cf-799804f1d71b,Audio Equipment,Online
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,38,New York,638.7,9/6/2024,4605527d-e972-4ee4-bf03-6d7dcab6ef72,Furniture,Boston MA
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,45,Florida,1838.02,6/21/2024,460ff432-4f2e-4b29-a3ab-11f0a0cae0d1,Kitchen Appliances,Online
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,35,Massachusetts,233.4,12/5/2024,4610a9ca-2936-45e4-9d4b-ba5874b944a9,Gaming Consoles,Miami FL
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,35,Massachusetts,233.4,12/5/2024,4610a9ca-2936-45e4-9d4b-ba5874b944a9,Gaming Consoles,Miami FL
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,42,Arizona,462.14,11/14/2024,4613d453-da1b-4b6a-95ab-b54f44bcef16,Home Decor,Atlanta GA
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,42,Arizona,462.14,11/14/2024,4613d453-da1b-4b6a-95ab-b54f44bcef16,Home Decor,Atlanta GA
Weekend Event 2024,Print Advertisement,Middle-aged (41-60),10/31/2024,11/30/2024,12/30/2024,42,Arizona,462.14,11/14/2024,4613d453-da1b-4b6a-95ab-b54f44bcef16,Home Decor,Atlanta GA
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,42,Arizona,462.14,11/14/2024,4613d453-da1b-4b6a-95ab-b54f44bcef16,Home Decor,Atlanta GA
Flash Extravaganza 2024,Online Display Ads,Young Adults (18-25),6/30/2024,9/28/2024,10/28/2024,18,Washington,691.37,8/10/2024,4627a17f-e806-4179-abe6-f882142da544,Smartphones,Online
Limited Time Extravaganza 2024,Search Engine Marketing,West Coast,8/12/2024,10/11/2024,11/10/2024,39,California,832.8,10/23/2024,46348943-58b7-4b33-8a8f-d83b75fdad9e,Smart Home Devices,Online
Winter Deals 2024,Online Display Ads,West Coast,10/5/2024,10/12/2024,11/11/2024,39,California,832.8,10/23/2024,46348943-58b7-4b33-8a8f-d83b75fdad9e,Smart Home Devices,Online
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,39,California,832.8,10/23/2024,46348943-58b7-4b33-8a8f-d83b75fdad9e,Smart Home Devices,Online
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,39,California,832.8,10/23/2024,46348943-58b7-4b33-8a8f-d83b75fdad9e,Smart Home Devices,Online
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,37,Florida,228.75,11/19/2024,463619b5-ed4b-4d32-b104-38453fd3ffb8,Kitchen Appliances,Online
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,20,California,142.48,8/1/2024,463cefda-bbd8-472e-a8ce-af529ce04174,Bedding,Chicago IL
Flash Extravaganza 2024,Online Display Ads,Young Adults (18-25),6/30/2024,9/28/2024,10/28/2024,20,California,142.48,8/1/2024,463cefda-bbd8-472e-a8ce-af529ce04174,Bedding,Chicago IL
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,30,Massachusetts,187.28,3/18/2024,463dfccf-ab19-4be3-a7e4-931ddb34be55,Small Kitchen Appliances,San Francisco CA
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,27,Florida,196.24,1/6/2024,4642a704-bfa7-4fc1-a7b8-7ae68528bcb5,Smart Home Devices,Online
New Year Deals 2024,Email Marketing,Southern States,12/10/2023,1/9/2024,2/8/2024,27,Florida,196.24,1/6/2024,4642a704-bfa7-4fc1-a7b8-7ae68528bcb5,Smart Home Devices,Online
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,27,Florida,196.24,1/6/2024,4642a704-bfa7-4fc1-a7b8-7ae68528bcb5,Smart Home Devices,Online
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,40,New Jersey,409.39,11/2/2024,46436670-65e5-4409-8c3e-1abe4fefca4a,Furniture,Chicago IL
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,40,New Jersey,409.39,11/2/2024,46436670-65e5-4409-8c3e-1abe4fefca4a,Furniture,Chicago IL
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,40,New Jersey,409.39,11/2/2024,46436670-65e5-4409-8c3e-1abe4fefca4a,Furniture,Chicago IL
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,40,New Jersey,409.39,11/2/2024,46436670-65e5-4409-8c3e-1abe4fefca4a,Furniture,Chicago IL
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,44,Virginia,181.09,1/20/2025,464615c6-d3a0-45ff-851d-f882e5a23017,Home Decor,Online
Fall Event 2024,Online Display Ads,Middle-aged (41-60),12/29/2023,2/12/2024,3/13/2024,60,Florida,15226,1/24/2024,464b1d24-1cc4-4cfe-9d6b-c083590dba9a,Furniture,Online
New Year Deals 2024,Email Marketing,Southern States,12/10/2023,1/9/2024,2/8/2024,60,Florida,15226,1/24/2024,464b1d24-1cc4-4cfe-9d6b-c083590dba9a,Furniture,Online
Flash Promotion 2024,SMS Marketing,Middle-aged (41-60),3/28/2024,4/27/2024,5/27/2024,43,Washington,2004.38,5/11/2024,464c44ee-5a7f-4926-a39e-24774a6f16c7,Smartphones,Online
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,24,California,706.23,2/16/2024,4655e6cf-9998-4ddc-857a-327adccff736,Smartphones,Denver CO
